"year","MaizeYld_Mgha","SoyYld_Mgha","WheatYld_Mgha","SOC_Mgha","model_name","scenario_name","climate_scenario_num","mgmt_scenario_grp_num","mgmt_scenario_opt_num"
"1940",NA,NA,NA,"12.44345","RothC","4_7","4","7",""
"1941",NA,NA,NA,"12.30365","RothC","4_7","4","7",""
"1942",NA,NA,NA,"11.7247","RothC","4_7","4","7",""
"1943",NA,NA,NA,"11.3162","RothC","4_7","4","7",""
"1944",NA,NA,NA,"10.95565","RothC","4_7","4","7",""
"1945",NA,NA,NA,"10.6518","RothC","4_7","4","7",""
"1946",NA,NA,NA,"10.4291","RothC","4_7","4","7",""
"1947",NA,NA,NA,"10.18485","RothC","4_7","4","7",""
"1948",NA,NA,NA,"9.98165","RothC","4_7","4","7",""
"1949",NA,NA,NA,"9.80925","RothC","4_7","4","7",""
"1950",NA,NA,NA,"9.6457","RothC","4_7","4","7",""
"1951",NA,NA,NA,"9.48835","RothC","4_7","4","7",""
"1952",NA,NA,NA,"9.37265","RothC","4_7","4","7",""
"1953",NA,NA,NA,"9.2922","RothC","4_7","4","7",""
"1954",NA,NA,NA,"9.13145","RothC","4_7","4","7",""
"1955",NA,NA,NA,"9.02165","RothC","4_7","4","7",""
"1956",NA,NA,NA,"8.9072","RothC","4_7","4","7",""
"1957",NA,NA,NA,"8.8078","RothC","4_7","4","7",""
"1958",NA,NA,NA,"8.68405","RothC","4_7","4","7",""
"1959",NA,NA,NA,"8.61085","RothC","4_7","4","7",""
"1960",NA,NA,NA,"8.5115","RothC","4_7","4","7",""
"1961",NA,NA,NA,"8.3373","RothC","4_7","4","7",""
"1962",NA,NA,NA,"8.2019","RothC","4_7","4","7",""
"1963",NA,NA,NA,"8.08705","RothC","4_7","4","7",""
"1964",NA,NA,NA,"7.96165","RothC","4_7","4","7",""
"1965",NA,NA,NA,"7.84375","RothC","4_7","4","7",""
"1966",NA,NA,NA,"7.7419","RothC","4_7","4","7",""
"1967",NA,NA,NA,"7.64045","RothC","4_7","4","7",""
"1968",NA,NA,NA,"7.5341","RothC","4_7","4","7",""
"1969",NA,NA,NA,"7.4287","RothC","4_7","4","7",""
"1970",NA,NA,NA,"7.3306","RothC","4_7","4","7",""
"1971",NA,NA,NA,"7.23515","RothC","4_7","4","7",""
"1972",NA,NA,NA,"7.13055","RothC","4_7","4","7",""
"1973",NA,NA,NA,"7.03275","RothC","4_7","4","7",""
"1974",NA,NA,NA,"6.9462","RothC","4_7","4","7",""
"1975",NA,NA,NA,"6.85445","RothC","4_7","4","7",""
"1976",NA,NA,NA,"6.7691","RothC","4_7","4","7",""
"1977",NA,NA,NA,"6.6807","RothC","4_7","4","7",""
"1978",NA,NA,NA,"6.5983","RothC","4_7","4","7",""
"1979",NA,NA,NA,"6.5169","RothC","4_7","4","7",""
"1980",NA,NA,NA,"6.4422","RothC","4_7","4","7",""
"1981",NA,NA,NA,"6.3681","RothC","4_7","4","7",""
"1982",NA,NA,NA,"6.28595","RothC","4_7","4","7",""
"1983",NA,NA,NA,"6.2081","RothC","4_7","4","7",""
"1984",NA,NA,NA,"6.13115","RothC","4_7","4","7",""
"1985",NA,NA,NA,"6.0542","RothC","4_7","4","7",""
"1986",NA,NA,NA,"5.9855","RothC","4_7","4","7",""
"1987",NA,NA,NA,"5.91895","RothC","4_7","4","7",""
"1988",NA,NA,NA,"5.84525","RothC","4_7","4","7",""
"1989",NA,NA,NA,"5.7685","RothC","4_7","4","7",""
"1990",NA,NA,NA,"5.7018","RothC","4_7","4","7",""
"1991",NA,NA,NA,"5.64345","RothC","4_7","4","7",""
"1992",NA,NA,NA,"5.5734","RothC","4_7","4","7",""
"1993",NA,NA,NA,"5.50645","RothC","4_7","4","7",""
"1994",NA,NA,NA,"5.45005","RothC","4_7","4","7",""
"1995",NA,NA,NA,"5.3903","RothC","4_7","4","7",""
"1996",NA,NA,NA,"5.3245","RothC","4_7","4","7",""
"1997",NA,NA,NA,"5.25895","RothC","4_7","4","7",""
"1998",NA,NA,NA,"5.19825","RothC","4_7","4","7",""
"1999",NA,NA,NA,"5.13885","RothC","4_7","4","7",""
"2000",NA,NA,NA,"5.0694","RothC","4_7","4","7",""
