"year","SorghumYld_Mgha","CottonYld_Mgha","SOC_Mgha","model_name","scenario_name","climate_scenario_num","mgmt_scenario_grp_num","mgmt_scenario_opt_num"
1940,1.43777555555556,NA,59.3,"Daycent","5_8",5,8,""
1941,1.20619555555556,NA,58.7,"Daycent","5_8",5,8,""
1942,1.22982444444444,NA,56.2,"Daycent","5_8",5,8,""
1943,0.56838,NA,53.2,"Daycent","5_8",5,8,""
1944,2.02668666666667,NA,51,"Daycent","5_8",5,8,""
1945,2.26914888888889,NA,48.3,"Daycent","5_8",5,8,""
1946,0.662053333333333,NA,46.4,"Daycent","5_8",5,8,""
1947,1.78096888888889,NA,44.5,"Daycent","5_8",5,8,""
1948,2.24060888888889,NA,42.1,"Daycent","5_8",5,8,""
1949,1.82846222222222,NA,39.9,"Daycent","5_8",5,8,""
1950,1.80326222222222,NA,38.2,"Daycent","5_8",5,8,""
1951,2.06618222222222,NA,36.8,"Daycent","5_8",5,8,""
1952,2.19838444444444,NA,35.5,"Daycent","5_8",5,8,""
1953,1.92538666666667,NA,34,"Daycent","5_8",5,8,""
1954,1.67149333333333,NA,32.3,"Daycent","5_8",5,8,""
1955,1.42808888888889,NA,31.2,"Daycent","5_8",5,8,""
1956,2.79592,NA,30.1,"Daycent","5_8",5,8,""
1957,1.80797333333333,NA,28.7,"Daycent","5_8",5,8,""
1958,1.35528444444444,NA,27.5,"Daycent","5_8",5,8,""
1959,3.12616888888889,NA,26.4,"Daycent","5_8",5,8,""
1960,NA,0.408113333333333,25.1,"Daycent","5_8",5,8,""
1961,NA,0.456242222222222,24.3,"Daycent","5_8",5,8,""
1962,NA,0.818766666666667,23.5,"Daycent","5_8",5,8,""
1963,NA,0.353228888888889,22.4,"Daycent","5_8",5,8,""
1964,NA,0.369882222222222,21.6,"Daycent","5_8",5,8,""
1965,NA,0.564875555555555,20.7,"Daycent","5_8",5,8,""
1966,NA,0.694542222222222,19.9,"Daycent","5_8",5,8,""
1967,NA,0.455386666666667,19.2,"Daycent","5_8",5,8,""
1968,NA,0.2477,18.4,"Daycent","5_8",5,8,""
1969,NA,0.289728888888889,17.8,"Daycent","5_8",5,8,""
1970,NA,0.239173333333333,17.1,"Daycent","5_8",5,8,""
1971,NA,0.0884777777777778,16.5,"Daycent","5_8",5,8,""
1972,NA,0.307264444444444,16,"Daycent","5_8",5,8,""
1973,NA,0.379391111111111,15.4,"Daycent","5_8",5,8,""
1974,NA,0.214437777777778,14.8,"Daycent","5_8",5,8,""
1975,NA,0.300071111111111,14.4,"Daycent","5_8",5,8,""
1976,NA,0.40682,13.8,"Daycent","5_8",5,8,""
1977,NA,0.360784444444444,13.3,"Daycent","5_8",5,8,""
1978,NA,0.39094,12.9,"Daycent","5_8",5,8,""
1979,NA,0.407953333333333,12.5,"Daycent","5_8",5,8,""
1980,NA,0.367566666666667,12.2,"Daycent","5_8",5,8,""
1981,NA,0.446531111111111,11.9,"Daycent","5_8",5,8,""
1982,NA,0.326248888888889,11.5,"Daycent","5_8",5,8,""
1983,NA,0.257104444444444,11.2,"Daycent","5_8",5,8,""
1984,NA,0.594384444444444,10.9,"Daycent","5_8",5,8,""
1985,NA,0.488968888888889,10.5,"Daycent","5_8",5,8,""
1986,NA,0.301348888888889,10.3,"Daycent","5_8",5,8,""
1987,NA,0.581911111111111,10,"Daycent","5_8",5,8,""
1988,NA,0.406646666666667,9.6,"Daycent","5_8",5,8,""
1989,NA,0.456335555555556,9.4,"Daycent","5_8",5,8,""
1990,NA,0.818768888888889,9.2,"Daycent","5_8",5,8,""
1991,NA,0.353231111111111,8.9,"Daycent","5_8",5,8,""
1992,NA,0.369882222222222,8.6,"Daycent","5_8",5,8,""
1993,NA,0.564875555555555,8.4,"Daycent","5_8",5,8,""
1994,NA,0.694542222222222,8.2,"Daycent","5_8",5,8,""
1995,NA,0.455371111111111,8,"Daycent","5_8",5,8,""
1996,NA,0.2477,7.8,"Daycent","5_8",5,8,""
1997,NA,0.289728888888889,7.6,"Daycent","5_8",5,8,""
1998,NA,0.239173333333333,7.4,"Daycent","5_8",5,8,""
1999,NA,0.0884777777777778,7.2,"Daycent","5_8",5,8,""
2000,NA,0.307264444444444,7.1,"Daycent","5_8",5,8,""
