"date","year","dayofyear","N2O_emit_gha","N2O_cum_gha","CH4_net_gha","CH4_cum_gha","model_name","scenario_name","climate_scenario_num","mgmt_scenario_grp_num","mgmt_scenario_opt_num"
1987-01-01,1987,1,0,0,NA,NA,"APSIM","1_54",1,5,4
1987-01-02,1987,2,0,0,NA,NA,"APSIM","1_54",1,5,4
1987-01-03,1987,3,0,0,NA,NA,"APSIM","1_54",1,5,4
1987-01-04,1987,4,0,0,NA,NA,"APSIM","1_54",1,5,4
1987-01-05,1987,5,0,0,NA,NA,"APSIM","1_54",1,5,4
1987-01-06,1987,6,0,0,NA,NA,"APSIM","1_54",1,5,4
1987-01-07,1987,7,0,0,NA,NA,"APSIM","1_54",1,5,4
1987-01-08,1987,8,0,0,NA,NA,"APSIM","1_54",1,5,4
1987-01-09,1987,9,0,0,NA,NA,"APSIM","1_54",1,5,4
1987-01-10,1987,10,0,0,NA,NA,"APSIM","1_54",1,5,4
1987-01-11,1987,11,0,0,NA,NA,"APSIM","1_54",1,5,4
1987-01-12,1987,12,0,0,NA,NA,"APSIM","1_54",1,5,4
1987-01-13,1987,13,0,0,NA,NA,"APSIM","1_54",1,5,4
1987-01-14,1987,14,0,0,NA,NA,"APSIM","1_54",1,5,4
1987-01-15,1987,15,0,0,NA,NA,"APSIM","1_54",1,5,4
1987-01-16,1987,16,0,0,NA,NA,"APSIM","1_54",1,5,4
1987-01-17,1987,17,0,0,NA,NA,"APSIM","1_54",1,5,4
1987-01-18,1987,18,0.07,0.07,NA,NA,"APSIM","1_54",1,5,4
1987-01-19,1987,19,0.05,0.12,NA,NA,"APSIM","1_54",1,5,4
1987-01-20,1987,20,0.03,0.15,NA,NA,"APSIM","1_54",1,5,4
1987-01-21,1987,21,0.02,0.17,NA,NA,"APSIM","1_54",1,5,4
1987-01-22,1987,22,0.02,0.19,NA,NA,"APSIM","1_54",1,5,4
1987-01-23,1987,23,0.01,0.2,NA,NA,"APSIM","1_54",1,5,4
1987-01-24,1987,24,0.01,0.21,NA,NA,"APSIM","1_54",1,5,4
1987-01-25,1987,25,0.01,0.22,NA,NA,"APSIM","1_54",1,5,4
1987-01-26,1987,26,0,0.22,NA,NA,"APSIM","1_54",1,5,4
1987-01-27,1987,27,0,0.22,NA,NA,"APSIM","1_54",1,5,4
1987-01-28,1987,28,0,0.22,NA,NA,"APSIM","1_54",1,5,4
1987-01-29,1987,29,0,0.22,NA,NA,"APSIM","1_54",1,5,4
1987-01-30,1987,30,0,0.22,NA,NA,"APSIM","1_54",1,5,4
1987-01-31,1987,31,0,0.22,NA,NA,"APSIM","1_54",1,5,4
1987-02-01,1987,32,0,0.22,NA,NA,"APSIM","1_54",1,5,4
1987-02-02,1987,33,0,0.22,NA,NA,"APSIM","1_54",1,5,4
1987-02-03,1987,34,0,0.22,NA,NA,"APSIM","1_54",1,5,4
1987-02-04,1987,35,0,0.22,NA,NA,"APSIM","1_54",1,5,4
1987-02-05,1987,36,0,0.22,NA,NA,"APSIM","1_54",1,5,4
1987-02-06,1987,37,0,0.22,NA,NA,"APSIM","1_54",1,5,4
1987-02-07,1987,38,0,0.22,NA,NA,"APSIM","1_54",1,5,4
1987-02-08,1987,39,0,0.22,NA,NA,"APSIM","1_54",1,5,4
1987-02-09,1987,40,0,0.22,NA,NA,"APSIM","1_54",1,5,4
1987-02-10,1987,41,0,0.22,NA,NA,"APSIM","1_54",1,5,4
1987-02-11,1987,42,0,0.22,NA,NA,"APSIM","1_54",1,5,4
1987-02-12,1987,43,0,0.22,NA,NA,"APSIM","1_54",1,5,4
1987-02-13,1987,44,0,0.22,NA,NA,"APSIM","1_54",1,5,4
1987-02-14,1987,45,0,0.22,NA,NA,"APSIM","1_54",1,5,4
1987-02-15,1987,46,0,0.22,NA,NA,"APSIM","1_54",1,5,4
1987-02-16,1987,47,0,0.22,NA,NA,"APSIM","1_54",1,5,4
1987-02-17,1987,48,0,0.22,NA,NA,"APSIM","1_54",1,5,4
1987-02-18,1987,49,0,0.22,NA,NA,"APSIM","1_54",1,5,4
1987-02-19,1987,50,0,0.22,NA,NA,"APSIM","1_54",1,5,4
1987-02-20,1987,51,0.01,0.23,NA,NA,"APSIM","1_54",1,5,4
1987-02-21,1987,52,0.02,0.25,NA,NA,"APSIM","1_54",1,5,4
1987-02-22,1987,53,0.02,0.27,NA,NA,"APSIM","1_54",1,5,4
1987-02-23,1987,54,0.03,0.3,NA,NA,"APSIM","1_54",1,5,4
1987-02-24,1987,55,0.04,0.34,NA,NA,"APSIM","1_54",1,5,4
1987-02-25,1987,56,0.04,0.38,NA,NA,"APSIM","1_54",1,5,4
1987-02-26,1987,57,0.04,0.42,NA,NA,"APSIM","1_54",1,5,4
1987-02-27,1987,58,0.04,0.46,NA,NA,"APSIM","1_54",1,5,4
1987-02-28,1987,59,0.04,0.5,NA,NA,"APSIM","1_54",1,5,4
1987-03-01,1987,60,0.03,0.53,NA,NA,"APSIM","1_54",1,5,4
1987-03-02,1987,61,0.03,0.56,NA,NA,"APSIM","1_54",1,5,4
1987-03-03,1987,62,0.02,0.58,NA,NA,"APSIM","1_54",1,5,4
1987-03-04,1987,63,0.02,0.6,NA,NA,"APSIM","1_54",1,5,4
1987-03-05,1987,64,0.01,0.61,NA,NA,"APSIM","1_54",1,5,4
1987-03-06,1987,65,0.01,0.62,NA,NA,"APSIM","1_54",1,5,4
1987-03-07,1987,66,0,0.62,NA,NA,"APSIM","1_54",1,5,4
1987-03-08,1987,67,0,0.62,NA,NA,"APSIM","1_54",1,5,4
1987-03-09,1987,68,0,0.62,NA,NA,"APSIM","1_54",1,5,4
1987-03-10,1987,69,0,0.62,NA,NA,"APSIM","1_54",1,5,4
1987-03-11,1987,70,0,0.62,NA,NA,"APSIM","1_54",1,5,4
1987-03-12,1987,71,0,0.62,NA,NA,"APSIM","1_54",1,5,4
1987-03-13,1987,72,0,0.62,NA,NA,"APSIM","1_54",1,5,4
1987-03-14,1987,73,0,0.62,NA,NA,"APSIM","1_54",1,5,4
1987-03-15,1987,74,0,0.62,NA,NA,"APSIM","1_54",1,5,4
1987-03-16,1987,75,0,0.62,NA,NA,"APSIM","1_54",1,5,4
1987-03-17,1987,76,0,0.62,NA,NA,"APSIM","1_54",1,5,4
1987-03-18,1987,77,0,0.62,NA,NA,"APSIM","1_54",1,5,4
1987-03-19,1987,78,0,0.62,NA,NA,"APSIM","1_54",1,5,4
1987-03-20,1987,79,0,0.62,NA,NA,"APSIM","1_54",1,5,4
1987-03-21,1987,80,0,0.62,NA,NA,"APSIM","1_54",1,5,4
1987-03-22,1987,81,0,0.62,NA,NA,"APSIM","1_54",1,5,4
1987-03-23,1987,82,0,0.62,NA,NA,"APSIM","1_54",1,5,4
1987-03-24,1987,83,0,0.62,NA,NA,"APSIM","1_54",1,5,4
1987-03-25,1987,84,0,0.62,NA,NA,"APSIM","1_54",1,5,4
1987-03-26,1987,85,0,0.62,NA,NA,"APSIM","1_54",1,5,4
1987-03-27,1987,86,0,0.62,NA,NA,"APSIM","1_54",1,5,4
1987-03-28,1987,87,0,0.62,NA,NA,"APSIM","1_54",1,5,4
1987-03-29,1987,88,0,0.62,NA,NA,"APSIM","1_54",1,5,4
1987-03-30,1987,89,0,0.62,NA,NA,"APSIM","1_54",1,5,4
1987-03-31,1987,90,0,0.62,NA,NA,"APSIM","1_54",1,5,4
1987-04-01,1987,91,0,0.62,NA,NA,"APSIM","1_54",1,5,4
1987-04-02,1987,92,0,0.62,NA,NA,"APSIM","1_54",1,5,4
1987-04-03,1987,93,0,0.62,NA,NA,"APSIM","1_54",1,5,4
1987-04-04,1987,94,0,0.62,NA,NA,"APSIM","1_54",1,5,4
1987-04-05,1987,95,0,0.62,NA,NA,"APSIM","1_54",1,5,4
1987-04-06,1987,96,0,0.62,NA,NA,"APSIM","1_54",1,5,4
1987-04-07,1987,97,0,0.62,NA,NA,"APSIM","1_54",1,5,4
1987-04-08,1987,98,0,0.62,NA,NA,"APSIM","1_54",1,5,4
1987-04-09,1987,99,0,0.62,NA,NA,"APSIM","1_54",1,5,4
1987-04-10,1987,100,0,0.62,NA,NA,"APSIM","1_54",1,5,4
1987-04-11,1987,101,0,0.62,NA,NA,"APSIM","1_54",1,5,4
1987-04-12,1987,102,0,0.62,NA,NA,"APSIM","1_54",1,5,4
1987-04-13,1987,103,0,0.62,NA,NA,"APSIM","1_54",1,5,4
1987-04-14,1987,104,0,0.62,NA,NA,"APSIM","1_54",1,5,4
1987-04-15,1987,105,0,0.62,NA,NA,"APSIM","1_54",1,5,4
1987-04-16,1987,106,0,0.62,NA,NA,"APSIM","1_54",1,5,4
1987-04-17,1987,107,0,0.62,NA,NA,"APSIM","1_54",1,5,4
1987-04-18,1987,108,0,0.62,NA,NA,"APSIM","1_54",1,5,4
1987-04-19,1987,109,0,0.62,NA,NA,"APSIM","1_54",1,5,4
1987-04-20,1987,110,0,0.62,NA,NA,"APSIM","1_54",1,5,4
1987-04-21,1987,111,0,0.62,NA,NA,"APSIM","1_54",1,5,4
1987-04-22,1987,112,0,0.62,NA,NA,"APSIM","1_54",1,5,4
1987-04-23,1987,113,0,0.62,NA,NA,"APSIM","1_54",1,5,4
1987-04-24,1987,114,0,0.62,NA,NA,"APSIM","1_54",1,5,4
1987-04-25,1987,115,0,0.62,NA,NA,"APSIM","1_54",1,5,4
1987-04-26,1987,116,0,0.62,NA,NA,"APSIM","1_54",1,5,4
1987-04-27,1987,117,0,0.62,NA,NA,"APSIM","1_54",1,5,4
1987-04-28,1987,118,0,0.62,NA,NA,"APSIM","1_54",1,5,4
1987-04-29,1987,119,0,0.62,NA,NA,"APSIM","1_54",1,5,4
1987-04-30,1987,120,0,0.62,NA,NA,"APSIM","1_54",1,5,4
1987-05-01,1987,121,0,0.62,NA,NA,"APSIM","1_54",1,5,4
1987-05-02,1987,122,0,0.62,NA,NA,"APSIM","1_54",1,5,4
1987-05-03,1987,123,0,0.62,NA,NA,"APSIM","1_54",1,5,4
1987-05-04,1987,124,0,0.62,NA,NA,"APSIM","1_54",1,5,4
1987-05-05,1987,125,0,0.62,NA,NA,"APSIM","1_54",1,5,4
1987-05-06,1987,126,0,0.62,NA,NA,"APSIM","1_54",1,5,4
1987-05-07,1987,127,0,0.62,NA,NA,"APSIM","1_54",1,5,4
1987-05-08,1987,128,0,0.62,NA,NA,"APSIM","1_54",1,5,4
1987-05-09,1987,129,0,0.62,NA,NA,"APSIM","1_54",1,5,4
1987-05-10,1987,130,0,0.62,NA,NA,"APSIM","1_54",1,5,4
1987-05-11,1987,131,0,0.62,NA,NA,"APSIM","1_54",1,5,4
1987-05-12,1987,132,0,0.62,NA,NA,"APSIM","1_54",1,5,4
1987-05-13,1987,133,0,0.62,NA,NA,"APSIM","1_54",1,5,4
1987-05-14,1987,134,0,0.62,NA,NA,"APSIM","1_54",1,5,4
1987-05-15,1987,135,0,0.62,NA,NA,"APSIM","1_54",1,5,4
1987-05-16,1987,136,0,0.62,NA,NA,"APSIM","1_54",1,5,4
1987-05-17,1987,137,0,0.62,NA,NA,"APSIM","1_54",1,5,4
1987-05-18,1987,138,0,0.62,NA,NA,"APSIM","1_54",1,5,4
1987-05-19,1987,139,0,0.62,NA,NA,"APSIM","1_54",1,5,4
1987-05-20,1987,140,0,0.62,NA,NA,"APSIM","1_54",1,5,4
1987-05-21,1987,141,0,0.62,NA,NA,"APSIM","1_54",1,5,4
1987-05-22,1987,142,0,0.62,NA,NA,"APSIM","1_54",1,5,4
1987-05-23,1987,143,4,4.62,NA,NA,"APSIM","1_54",1,5,4
1987-05-24,1987,144,3.05,7.67,NA,NA,"APSIM","1_54",1,5,4
1987-05-25,1987,145,2.53,10.2,NA,NA,"APSIM","1_54",1,5,4
1987-05-26,1987,146,1.94,12.14,NA,NA,"APSIM","1_54",1,5,4
1987-05-27,1987,147,2.77,14.91,NA,NA,"APSIM","1_54",1,5,4
1987-05-28,1987,148,3.52,18.43,NA,NA,"APSIM","1_54",1,5,4
1987-05-29,1987,149,4,22.43,NA,NA,"APSIM","1_54",1,5,4
1987-05-30,1987,150,3.69,26.12,NA,NA,"APSIM","1_54",1,5,4
1987-05-31,1987,151,3.75,29.87,NA,NA,"APSIM","1_54",1,5,4
1987-06-01,1987,152,3.22,33.09,NA,NA,"APSIM","1_54",1,5,4
1987-06-02,1987,153,2.67,35.76,NA,NA,"APSIM","1_54",1,5,4
1987-06-03,1987,154,2.07,37.83,NA,NA,"APSIM","1_54",1,5,4
1987-06-04,1987,155,1.54,39.37,NA,NA,"APSIM","1_54",1,5,4
1987-06-05,1987,156,1.13,40.5,NA,NA,"APSIM","1_54",1,5,4
1987-06-06,1987,157,0.79,41.29,NA,NA,"APSIM","1_54",1,5,4
1987-06-07,1987,158,0.54,41.83,NA,NA,"APSIM","1_54",1,5,4
1987-06-08,1987,159,0.36,42.19,NA,NA,"APSIM","1_54",1,5,4
